org_name,total,pacs,indivs,cycle,source,cid
Pollard Lumber,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
MAU Workforce Solutions,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
Yancey Brothers,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
Home Depot,10500,10000,500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
RW Allen LLC,10300,0,10300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
AFLAC Inc,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
American Crystal Sugar,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
American Israel Public Affairs Cmte,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
Delta Air Lines,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
Majority Cmte PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033720&cycle=2022,N00033720
