org_name,total,pacs,indivs,cycle,source,cid
Grassroots Analytics LLC,10710,0,10710,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049075&cycle=2022,N00049075
Service Employees International Union,10197,10000,197,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049075&cycle=2022,N00049075
Communications Workers of America,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049075&cycle=2022,N00049075
End Citizens United,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049075&cycle=2022,N00049075
"Sheet Metal, Air, Rail & Transportation Union",10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049075&cycle=2022,N00049075
Transport Workers Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049075&cycle=2022,N00049075
VMD Ventures,10000,0,10000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049075&cycle=2022,N00049075
Bluebird Diner,8700,0,8700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049075&cycle=2022,N00049075
Bridge Investment Group,7300,0,7300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049075&cycle=2022,N00049075
Painters & Allied Trades Union,7000,7000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049075&cycle=2022,N00049075
