org_name,total,pacs,indivs,cycle,source,cid
House Freedom Fund,27400,10000,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039953&cycle=2022,N00039953
B&G Food Enterprises,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039953&cycle=2022,N00039953
LHC Group,14100,2500,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039953&cycle=2022,N00039953
Schilling Distributing,11500,0,11500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039953&cycle=2022,N00039953
American Crystal Sugar,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039953&cycle=2022,N00039953
American Israel Public Affairs Cmte,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039953&cycle=2022,N00039953
American Sugar Cane League,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039953&cycle=2022,N00039953
Elbert Guillory's America,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039953&cycle=2022,N00039953
Eye of the Tiger PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039953&cycle=2022,N00039953
Acadian Ambulance Service,9945,5000,4945,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039953&cycle=2022,N00039953
