org_name,total,pacs,indivs,cycle,source,cid
Kratos Defense & Security Solutions,70000,10000,60000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007833&cycle=2022,N00007833
Microsoft Corp,44400,7500,36900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007833&cycle=2022,N00007833
Palantir Technologies,27700,0,27700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007833&cycle=2022,N00007833
American Israel Public Affairs Cmte,17950,2100,15850,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007833&cycle=2022,N00007833
American Superconductor,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007833&cycle=2022,N00007833
Starkey Hearing Technologies,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007833&cycle=2022,N00007833
Blue Origin,13700,10000,3700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007833&cycle=2022,N00007833
Amazon.com,12900,10000,2900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007833&cycle=2022,N00007833
Anduril Industries,10500,4000,6500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007833&cycle=2022,N00007833
BAE Systems,10250,10000,250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007833&cycle=2022,N00007833
