org_name,total,pacs,indivs,cycle,source,cid
Senate Conservatives Fund,289292,0,289292,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003105&cycle=2022,N00003105
Club for Growth,220703,2603,218100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003105&cycle=2022,N00003105
CoreCivic Inc,59900,15000,44900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003105&cycle=2022,N00003105
HCA Inc,57330,10000,47330,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003105&cycle=2022,N00003105
Southwestern Advantage,49800,0,49800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003105&cycle=2022,N00003105
National Republican Senatorial Cmte,47400,47400,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003105&cycle=2022,N00003105
FedEx Corp,41510,10000,31510,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003105&cycle=2022,N00003105
Jackson National Life Insurance,37775,12500,25275,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003105&cycle=2022,N00003105
Cooper Steel,37300,0,37300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003105&cycle=2022,N00003105
State of Tennessee,36295,0,36295,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003105&cycle=2022,N00003105
