org_name,total,pacs,indivs,cycle,source,cid
Leidos Inc,48050,10000,38050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,N00029891
Gba Assoc,16800,0,16800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,N00029891
"Fairfax County, VA",15132,0,15132,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,N00029891
Plumbers/Pipefitters Union,15000,15000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,N00029891
Amazon.com,13500,10000,3500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,N00029891
Service Employees International Union,12500,10000,2500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,N00029891
Granite Telecommunications,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,N00029891
Punaro Group,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,N00029891
Alyx Technologies,11400,0,11400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,N00029891
Casepoint,11400,0,11400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,N00029891
