org_name,total,pacs,indivs,cycle,source,cid
Concast Metal Products,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031647&cycle=2022,N00031647
American Hospital Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031647&cycle=2022,N00031647
American Institute of CPAs,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031647&cycle=2022,N00031647
American Resort Development Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031647&cycle=2022,N00031647
Automotive Free International Trade PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031647&cycle=2022,N00031647
Comcast Corp,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031647&cycle=2022,N00031647
Council of Insurance Agents & Brokers,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031647&cycle=2022,N00031647
Koch Industries,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031647&cycle=2022,N00031647
Majority Cmte PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031647&cycle=2022,N00031647
National Assn of Insurance & Financial Advisors,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031647&cycle=2022,N00031647
