org_name,total,pacs,indivs,cycle,source,cid
ConocoPhillips,60050,10000,50050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026050&cycle=2022,N00026050
American Israel Public Affairs Cmte,59500,10000,49500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026050&cycle=2022,N00026050
Trident Seafoods,55300,5800,49500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026050&cycle=2022,N00026050
National Republican Senatorial Cmte,51200,51200,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026050&cycle=2022,N00026050
KKR & Co,48405,0,48405,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026050&cycle=2022,N00026050
NextEra Energy,36450,10000,26450,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026050&cycle=2022,N00026050
General Communication Inc,34900,10000,24900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026050&cycle=2022,N00026050
Exelon Corp,34300,11500,22800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026050&cycle=2022,N00026050
NorPAC,31250,0,31250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026050&cycle=2022,N00026050
Capital Group,30700,0,30700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026050&cycle=2022,N00026050
