org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,32900,7900,25000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031857&cycle=2022,N00031857
Walmart Inc,28650,10000,18650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031857&cycle=2022,N00031857
Tyson Foods,18800,7500,11300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031857&cycle=2022,N00031857
Stephens Inc,12900,10000,2900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031857&cycle=2022,N00031857
Boeing Co,12850,10000,2850,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031857&cycle=2022,N00031857
Simmons Foods,12700,0,12700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031857&cycle=2022,N00031857
General Dynamics,12500,10000,2500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031857&cycle=2022,N00031857
National Assn of Broadcasters,12475,10000,2475,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031857&cycle=2022,N00031857
Arvest Bank Group,12050,5000,7050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031857&cycle=2022,N00031857
Runway Group,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031857&cycle=2022,N00031857
