org_name,total,pacs,indivs,cycle,source,cid
Comcast Corp,30900,10000,20900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040949&cycle=2022,N00040949
University of Pennsylvania,24015,0,24015,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040949&cycle=2022,N00040949
EMILY's List,20735,5000,15735,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040949&cycle=2022,N00040949
Democratic Congressional Campaign Cmte,19600,8000,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040949&cycle=2022,N00040949
Bain Capital,19400,0,19400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040949&cycle=2022,N00040949
Frontline USA,18715,10000,8715,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040949&cycle=2022,N00040949
BlackRock Inc,18000,0,18000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040949&cycle=2022,N00040949
"Akin, Gump et al",17150,1750,15400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040949&cycle=2022,N00040949
Cozen O'Connor,16575,4000,12575,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040949&cycle=2022,N00040949
Digidems PAC,16300,5000,11300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040949&cycle=2022,N00040949
