org_name,total,pacs,indivs,cycle,source,cid
Deroyal Industries,29000,0,29000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030815&cycle=2022,N00030815
Oak Ridge National Laboratory,21750,0,21750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030815&cycle=2022,N00030815
McKee Foods,16600,0,16600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030815&cycle=2022,N00030815
Advance Financial,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030815&cycle=2022,N00030815
Analysis & Measurement Services,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030815&cycle=2022,N00030815
Servpro Inc,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030815&cycle=2022,N00030815
Kestrel Capital,10800,0,10800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030815&cycle=2022,N00030815
Wright Brothers Construction,10800,0,10800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030815&cycle=2022,N00030815
American Israel Public Affairs Cmte,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030815&cycle=2022,N00030815
Burns & McDonnell,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030815&cycle=2022,N00030815
