org_name,total,pacs,indivs,cycle,source,cid
UnitedHealth Group,107900,10000,97900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
Apollo Global Management,52850,0,52850,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
Carlyle Group,47900,0,47900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
Blackstone Group,47700,0,47700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
American Israel Public Affairs Cmte,45550,7900,37650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
Capital Group,45000,0,45000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
Elevance Health,45000,10000,35000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
Amgen Inc,44700,5000,39700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
BlackRock Inc,44000,0,44000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
New York Life Insurance,38950,0,38950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006267&cycle=2022,N00006267
