org_name,total,pacs,indivs,cycle,source,cid
DISH Network,34900,10000,24900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000781&cycle=2022,N00000781
Leon Medical Centers,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000781&cycle=2022,N00000781
Verizon Communications,22700,10000,12700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000781&cycle=2022,N00000781
Saker Shoprites,20100,0,20100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000781&cycle=2022,N00000781
Capitol Counsel,17300,0,17300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000781&cycle=2022,N00000781
"Akin, Gump et al",15800,5000,10800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000781&cycle=2022,N00000781
CME Assoc,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000781&cycle=2022,N00000781
Greater New York Hospital Assn,13800,0,13800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000781&cycle=2022,N00000781
National Assn of Broadcasters,13500,10000,3500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000781&cycle=2022,N00000781
Google Inc,13150,10000,3150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00000781&cycle=2022,N00000781
