org_name,total,pacs,indivs,cycle,source,cid
Hueston Hennigan Llp,135400,0,135400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047888&cycle=2022,N00047888
Democracy Engine,122230,0,122230,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047888&cycle=2022,N00047888
"Cotchett, Pitre & McCarthy",71950,0,71950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047888&cycle=2022,N00047888
E&J Gallo Winery,60575,0,60575,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047888&cycle=2022,N00047888
Comcast Corp,59300,20000,39300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047888&cycle=2022,N00047888
Edison International,52200,20000,32200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047888&cycle=2022,N00047888
Sv Angel LLC,40600,0,40600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047888&cycle=2022,N00047888
"Dreyer, Babich et al",38700,0,38700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047888&cycle=2022,N00047888
"Robbins, Geller et al",37950,0,37950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047888&cycle=2022,N00047888
"Kleiner, Perkins et al",37600,0,37600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047888&cycle=2022,N00047888
