org_name,total,pacs,indivs,cycle,source,cid
House Freedom Fund,49295,10000,39295,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049197&cycle=2022,N00049197
Club for Growth,32150,0,32150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049197&cycle=2022,N00049197
Blue Ocean,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049197&cycle=2022,N00049197
Georgia Capital LLC,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049197&cycle=2022,N00049197
Uranium Energy Corp,13100,0,13100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049197&cycle=2022,N00049197
21st Century Healthcare,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049197&cycle=2022,N00049197
Florida Capital Real Estate Group,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049197&cycle=2022,N00049197
Jackson Hole Mountain Resort,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049197&cycle=2022,N00049197
Ngp,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049197&cycle=2022,N00049197
Unicity,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049197&cycle=2022,N00049197
