org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,280476,0,280476,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037247&cycle=2022,N00037247
EMILY's List,102033,10000,92033,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037247&cycle=2022,N00037247
AmeriPAC: The Fund for a Greater America,35800,10000,25800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037247&cycle=2022,N00037247
MGM Resorts International,33150,10000,23150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037247&cycle=2022,N00037247
Digidems PAC,32312,0,32312,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037247&cycle=2022,N00037247
Frontline USA,25375,7500,17875,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037247&cycle=2022,N00037247
Wynn Resorts,22150,10000,12150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037247&cycle=2022,N00037247
Caesars Entertainment,20475,7500,12975,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037247&cycle=2022,N00037247
Bessemer Venture Partners,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037247&cycle=2022,N00037247
Service Employees International Union,16600,10000,6600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00037247&cycle=2022,N00037247
