org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,25200,4200,21000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,N00034549
Atabey Capital Management,19000,0,19000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,N00034549
Fine Fare Supermarket,15100,0,15100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,N00034549
Columbia University,12300,0,12300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,N00034549
Silverport Holdings,12000,0,12000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,N00034549
New York-Presbyterian Hospital,11800,0,11800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,N00034549
Somos,11800,0,11800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,N00034549
Florida Crystals,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,N00034549
Maddd Equities LLC,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,N00034549
Sessa Capital,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034549&cycle=2022,N00034549
