org_name,total,pacs,indivs,cycle,source,cid
Sanford Health,33950,0,33950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2022,N00035187
NextEra Energy,30700,10000,20700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2022,N00035187
State of South Dakota,23898,0,23898,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2022,N00035187
Avairpros,22400,0,22400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2022,N00035187
Equipment Leasing & Finance Assn,20000,20000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2022,N00035187
Capital Group Companies,19400,10000,9400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2022,N00035187
Alticor Inc,16800,0,16800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2022,N00035187
National Assn of Mutual Insurance Companies,16500,16500,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2022,N00035187
Daktronics Inc,16200,0,16200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2022,N00035187
Avera Health,15650,0,15650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2022,N00035187
