org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,15500,0,15500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031933&cycle=2022,N00031933
Thornton Law Firm,12600,0,12600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031933&cycle=2022,N00031933
JStreetPAC,10600,2500,8100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031933&cycle=2022,N00031933
American Federation of State/Cnty/Munic Employees,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031933&cycle=2022,N00031933
American Israel Public Affairs Cmte,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031933&cycle=2022,N00031933
BAE Systems,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031933&cycle=2022,N00031933
Laborers Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031933&cycle=2022,N00031933
"Nelson, Mullins et al",10000,8000,2000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031933&cycle=2022,N00031933
Operating Engineers Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031933&cycle=2022,N00031933
Plumbers/Pipefitters Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031933&cycle=2022,N00031933
