org_name,total,pacs,indivs,cycle,source,cid
Airborne Aspect,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049337&cycle=2022,N00049337
American Israel Public Affairs Cmte,11200,5000,6200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049337&cycle=2022,N00049337
Southwest Airlines,11000,0,11000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049337&cycle=2022,N00049337
House Freedom Fund,8400,5000,3400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049337&cycle=2022,N00049337
Local Yocal,7500,0,7500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049337&cycle=2022,N00049337
American Financial Services Assn,6000,6000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049337&cycle=2022,N00049337
LM Waterhouse,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049337&cycle=2022,N00049337
PPG Investments,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049337&cycle=2022,N00049337
Alamo PAC,5000,5000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049337&cycle=2022,N00049337
Congressional Leadership Fund,5000,5000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049337&cycle=2022,N00049337
