org_name,total,pacs,indivs,cycle,source,cid
Votesane PAC,177500,0,177500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004572&cycle=2022,N00004572
American Israel Public Affairs Cmte,122100,2100,120000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004572&cycle=2022,N00004572
Sanford Health,88575,0,88575,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004572&cycle=2022,N00004572
NextEra Energy,65200,10000,55200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004572&cycle=2022,N00004572
Capital Group,58900,0,58900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004572&cycle=2022,N00004572
Delta Air Lines,48310,10000,38310,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004572&cycle=2022,N00004572
NorPAC,46811,0,46811,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004572&cycle=2022,N00004572
Citigroup Inc,44900,10000,34900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004572&cycle=2022,N00004572
New York Life Insurance,42135,10000,32135,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004572&cycle=2022,N00004572
Goldman Sachs,40400,5000,35400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004572&cycle=2022,N00004572
