org_name,total,pacs,indivs,cycle,source,cid
JStreetPAC,122030,1000,121030,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041370&cycle=2022,N00041370
League of Conservation Voters,87680,4000,83680,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041370&cycle=2022,N00041370
Democracy Engine,80333,0,80333,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041370&cycle=2022,N00041370
Princeton University,41134,0,41134,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041370&cycle=2022,N00041370
Frontline USA,40585,10000,30585,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041370&cycle=2022,N00041370
University of Pennsylvania,23360,0,23360,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041370&cycle=2022,N00041370
Google Inc,22473,0,22473,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041370&cycle=2022,N00041370
Rutgers University,18437,0,18437,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041370&cycle=2022,N00041370
Afex International,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041370&cycle=2022,N00041370
Mckinsey & Co,16750,0,16750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041370&cycle=2022,N00041370
