org_name,total,pacs,indivs,cycle,source,cid
Wells Fargo,49526,0,49526,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050407&cycle=2022,N00050407
Digidems PAC,34612,5000,29612,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050407&cycle=2022,N00050407
Atrium Health,28685,0,28685,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050407&cycle=2022,N00050407
Bank of America,28616,0,28616,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050407&cycle=2022,N00050407
Duke University,27103,0,27103,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050407&cycle=2022,N00050407
Novant Health,25090,0,25090,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050407&cycle=2022,N00050407
Moore & Van Allen,23613,0,23613,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050407&cycle=2022,N00050407
University of North Carolina,19251,0,19251,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050407&cycle=2022,N00050407
McGuireWoods LLP,18096,0,18096,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050407&cycle=2022,N00050407
New Democrat Coalition,12900,10000,2900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050407&cycle=2022,N00050407
