org_name,total,pacs,indivs,cycle,source,cid
Rogers Group,113700,5000,108700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2022,N00045369
HCA Inc,68600,7500,61100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2022,N00045369
State of Tennessee,68200,0,68200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2022,N00045369
Fedex Corp,58860,12500,46360,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2022,N00045369
Apollo Global Management,57350,0,57350,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2022,N00045369
Asurion LLC,47925,10000,37925,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2022,N00045369
CoreCivic Inc,47500,17500,30000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2022,N00045369
Cerberus Capital Management,45800,0,45800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2022,N00045369
National Republican Senatorial Cmte,44600,44600,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2022,N00045369
Acadia Healthcare,42050,12500,29550,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00045369&cycle=2022,N00045369
