org_name,total,pacs,indivs,cycle,source,cid
South Wake Capital,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048179&cycle=2022,N00048179
Florida Crystals,13000,0,13000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048179&cycle=2022,N00048179
Buckley Muething Capital Management,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048179&cycle=2022,N00048179
Congressional Leadership Fund,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048179&cycle=2022,N00048179
Madison Project,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048179&cycle=2022,N00048179
Majority Cmte PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048179&cycle=2022,N00048179
National Assn of Realtors,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048179&cycle=2022,N00048179
Apollo Ventures Partners,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048179&cycle=2022,N00048179
Duchossois Group,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048179&cycle=2022,N00048179
Pacem,5800,0,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048179&cycle=2022,N00048179
