org_name,total,pacs,indivs,cycle,source,cid
Votesane PAC,225842,2850,222992,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013873&cycle=2022,N00013873
Pro-Israel America PAC,64500,0,64500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013873&cycle=2022,N00013873
Stephens Inc,59750,10000,49750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013873&cycle=2022,N00013873
Tyson Foods,53500,24500,29000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013873&cycle=2022,N00013873
National Republican Senatorial Cmte,51200,51200,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013873&cycle=2022,N00013873
2022 Senators Classic,49100,0,49100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013873&cycle=2022,N00013873
Walmart Inc,37335,10000,27335,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013873&cycle=2022,N00013873
McKee Foods,33800,0,33800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013873&cycle=2022,N00013873
General Atomics,32300,10000,22300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013873&cycle=2022,N00013873
FTX.US,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00013873&cycle=2022,N00013873
