org_name,total,pacs,indivs,cycle,source,cid
League of Conservation Voters,102300,6000,96300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034128&cycle=2022,N00034128
Frontline USA,38685,10000,28685,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034128&cycle=2022,N00034128
GiveGreen United Action,35546,0,35546,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034128&cycle=2022,N00034128
Gentex,32362,10262,22100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034128&cycle=2022,N00034128
JStreetPAC,21950,2500,19450,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034128&cycle=2022,N00034128
American Israel Public Affairs Cmte,21750,5000,16750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034128&cycle=2022,N00034128
Democratic Congressional Campaign Cmte,17859,9559,8300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034128&cycle=2022,N00034128
Digidems PAC,17712,0,17712,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034128&cycle=2022,N00034128
Boeing Co,16300,10000,6300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034128&cycle=2022,N00034128
Swing Left,16075,1590,14485,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034128&cycle=2022,N00034128
