org_name,total,pacs,indivs,cycle,source,cid
NorPAC,15100,500,14600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046055&cycle=2022,N00046055
Discovery Operating,12949,0,12949,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046055&cycle=2022,N00046055
Community Toyota,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046055&cycle=2022,N00046055
Double Eagle Development,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046055&cycle=2022,N00046055
Fairly Group,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046055&cycle=2022,N00046055
Pakistani American Public Affairs Cmte,11000,11000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046055&cycle=2022,N00046055
Burk Royalty,10650,0,10650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046055&cycle=2022,N00046055
American Crystal Sugar,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046055&cycle=2022,N00046055
Council of Insurance Agents & Brokers,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046055&cycle=2022,N00046055
Eye of the Tiger PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046055&cycle=2022,N00046055
