org_name,total,pacs,indivs,cycle,source,cid
Jennmar Corp,35050,0,35050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048568&cycle=2022,N00048568
Rosebud Mining,23700,0,23700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048568&cycle=2022,N00048568
Entertrainment Junction,20000,0,20000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048568&cycle=2022,N00048568
Majority Cmte PAC,20000,20000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048568&cycle=2022,N00048568
Epcon Communities,15600,0,15600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048568&cycle=2022,N00048568
Charter Communications,15250,15000,250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048568&cycle=2022,N00048568
National Assn of Realtors,15000,15000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048568&cycle=2022,N00048568
National Auto Dealers Assn,15000,15000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048568&cycle=2022,N00048568
Pioneer PAC,15000,15000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048568&cycle=2022,N00048568
Nationwide,14900,12000,2900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048568&cycle=2022,N00048568
