org_name,total,pacs,indivs,cycle,source,cid
Select Medical Corp,21200,10000,11200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038781&cycle=2022,N00038781
American Israel Public Affairs Cmte,18400,7900,10500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038781&cycle=2022,N00038781
Masis Staffing Solutions-Worcester,17200,0,17200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038781&cycle=2022,N00038781
Benchmark Construction (Pennsylvania),14400,0,14400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038781&cycle=2022,N00038781
Wohlsen Construction,12300,0,12300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038781&cycle=2022,N00038781
Midlantic Urology,11700,0,11700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038781&cycle=2022,N00038781
Apercen Partners,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038781&cycle=2022,N00038781
Kreider Farms,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038781&cycle=2022,N00038781
Mh Eby,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038781&cycle=2022,N00038781
Real Asset Investor,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038781&cycle=2022,N00038781
