org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,82963,0,82963,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033101&cycle=2022,N00033101
Kirkland & Ellis,36900,0,36900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033101&cycle=2022,N00033101
Mesirow Financial,27850,0,27850,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033101&cycle=2022,N00033101
American Israel Public Affairs Cmte,19460,4200,15260,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033101&cycle=2022,N00033101
Kraft Heinz Co,19275,5000,14275,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033101&cycle=2022,N00033101
Henry Crown & Co,17100,0,17100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033101&cycle=2022,N00033101
NorPAC,17000,-1000,18000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033101&cycle=2022,N00033101
Kansas City Urology Care,16380,0,16380,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033101&cycle=2022,N00033101
Discover Financial Services,15800,10000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033101&cycle=2022,N00033101
Latham & Watkins,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033101&cycle=2022,N00033101
