org_name,total,pacs,indivs,cycle,source,cid
House Freedom Fund,39200,10000,29200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035517&cycle=2022,N00035517
Billion Automotive,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035517&cycle=2022,N00035517
Marcus Foundation,17200,0,17200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035517&cycle=2022,N00035517
Town Pump Inc,15000,0,15000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035517&cycle=2022,N00035517
Coordinates Operations LLC,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035517&cycle=2022,N00035517
American Israel Public Affairs Cmte,13700,7900,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035517&cycle=2022,N00035517
71 Ranch LP,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035517&cycle=2022,N00035517
A10 Capital,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035517&cycle=2022,N00035517
Dimensional Fund Advisors,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035517&cycle=2022,N00035517
Investments Ltd,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035517&cycle=2022,N00035517
