org_name,total,pacs,indivs,cycle,source,cid
Lockheed Martin,60750,10000,50750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024759&cycle=2022,N00024759
Leidos Inc,34800,10000,24800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024759&cycle=2022,N00024759
General Dynamics,34000,10000,24000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024759&cycle=2022,N00024759
L3Harris Technologies,29600,10000,19600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024759&cycle=2022,N00024759
General Atomics,17800,10000,7800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024759&cycle=2022,N00024759
I/R,16050,0,16050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024759&cycle=2022,N00024759
McWane Inc,16000,0,16000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024759&cycle=2022,N00024759
Protective Life Corp,15800,10000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024759&cycle=2022,N00024759
Qualis Corp,14150,0,14150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024759&cycle=2022,N00024759
Van Scoyoc Assoc,13945,1945,12000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00024759&cycle=2022,N00024759
