org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,26700,7900,18800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036097&cycle=2022,N00036097
Pro-Israel America PAC,20800,0,20800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036097&cycle=2022,N00036097
Credit Union National Assn,15500,15000,500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036097&cycle=2022,N00036097
Air Line Pilots Assn,15000,15000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036097&cycle=2022,N00036097
General Atomics,14000,10000,4000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036097&cycle=2022,N00036097
Cordoba Corp,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036097&cycle=2022,N00036097
Francis & Sons-McClintock LLC,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036097&cycle=2022,N00036097
Liberty Transport,11200,0,11200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036097&cycle=2022,N00036097
Cigna Corp,10290,10000,290,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036097&cycle=2022,N00036097
Raytheon Technologies,10284,10000,284,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00036097&cycle=2022,N00036097
