org_name,total,pacs,indivs,cycle,source,cid
State of Oregon,22231,0,22231,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049734&cycle=2022,N00049734
University of Oregon,21486,0,21486,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049734&cycle=2022,N00049734
Greenbrier Companies,17600,10800,6800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049734&cycle=2022,N00049734
American Israel Public Affairs Cmte,12990,0,12990,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049734&cycle=2022,N00049734
AmeriPAC: The Fund for a Greater America,12900,10000,2900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049734&cycle=2022,N00049734
Digidems PAC,11600,5000,6600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049734&cycle=2022,N00049734
Esthetixmd,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049734&cycle=2022,N00049734
Silvies Valley Ranch,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049734&cycle=2022,N00049734
Amalgamated Transit Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049734&cycle=2022,N00049734
American Assn for Justice,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049734&cycle=2022,N00049734
