org_name,total,pacs,indivs,cycle,source,cid
EMILY's List,96918,10000,86918,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050165&cycle=2022,N00050165
Digidems PAC,34812,5000,29812,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050165&cycle=2022,N00050165
Democracy Engine,33811,0,33811,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050165&cycle=2022,N00050165
JStreetPAC,24450,0,24450,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050165&cycle=2022,N00050165
AmeriPAC: The Fund for a Greater America,22500,10000,12500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050165&cycle=2022,N00050165
New Democrat Coalition,18700,10000,8700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050165&cycle=2022,N00050165
Democratic Congressional Campaign Cmte,15897,9997,5900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050165&cycle=2022,N00050165
Forest City Enterprises,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050165&cycle=2022,N00050165
Walnut Ridge Strategic Management,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050165&cycle=2022,N00050165
The Collective PAC,10500,10000,500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00050165&cycle=2022,N00050165
