org_name,total,pacs,indivs,cycle,source,cid
Blackstone Group,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025882&cycle=2022,N00025882
No Labels Problem Solvers,13600,5000,8600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025882&cycle=2022,N00025882
American Hotel & Lodging Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025882&cycle=2022,N00025882
American Israel Public Affairs Cmte,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025882&cycle=2022,N00025882
ATS Communications,10000,0,10000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025882&cycle=2022,N00025882
Blue Dog PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025882&cycle=2022,N00025882
International Brotherhood of Electrical Workers,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025882&cycle=2022,N00025882
L3Harris Technologies,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025882&cycle=2022,N00025882
National Assn of Realtors,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025882&cycle=2022,N00025882
"Sheet Metal, Air, Rail & Transportation Union",10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00025882&cycle=2022,N00025882
