org_name,total,pacs,indivs,cycle,source,cid
Rpm International,66950,10000,56950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035774&cycle=2022,N00035774
Goldman Sachs,59500,4000,55500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035774&cycle=2022,N00035774
"Calfee, Halter & Griswold",45300,0,45300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035774&cycle=2022,N00035774
National Republican Senatorial Cmte,44600,44600,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035774&cycle=2022,N00035774
Trident Seafoods,43550,5600,37950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035774&cycle=2022,N00035774
Elliott Management,39100,0,39100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035774&cycle=2022,N00035774
General Atomics,37550,12500,25050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035774&cycle=2022,N00035774
ConocoPhillips,37425,10000,27425,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035774&cycle=2022,N00035774
Blackstone Group,36100,0,36100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035774&cycle=2022,N00035774
Lynden Inc,30700,0,30700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035774&cycle=2022,N00035774
