org_name,total,pacs,indivs,cycle,source,cid
League of Conservation Voters,116304,9979,106325,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029835&cycle=2022,N00029835
JStreetPAC,62067,0,62067,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029835&cycle=2022,N00029835
University of New Mexico,58037,0,58037,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029835&cycle=2022,N00029835
NextEra Energy,49910,13500,36410,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029835&cycle=2022,N00029835
"Robbins, Geller et al",38300,0,38300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029835&cycle=2022,N00029835
Democracy Engine,36035,0,36035,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029835&cycle=2022,N00029835
Pattern Energy Group,33000,2000,31000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029835&cycle=2022,N00029835
American Health Care Assn,31900,16000,15900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029835&cycle=2022,N00029835
Blackstone Group,27000,0,27000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029835&cycle=2022,N00029835
"Akin, Gump et al",25702,2500,23202,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029835&cycle=2022,N00029835
