org_name,total,pacs,indivs,cycle,source,cid
Valve Corp,38450,0,38450,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038858&cycle=2022,N00038858
Microsoft Corp,20968,0,20968,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038858&cycle=2022,N00038858
Amazon.com,12814,0,12814,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038858&cycle=2022,N00038858
Commerce Co,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038858&cycle=2022,N00038858
Oasd,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038858&cycle=2022,N00038858
Raikes Foundation,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038858&cycle=2022,N00038858
Soros Fund Management,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038858&cycle=2022,N00038858
Tenants Together,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038858&cycle=2022,N00038858
Zillow Group,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038858&cycle=2022,N00038858
National Education Assn,11500,10000,1500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038858&cycle=2022,N00038858
