org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,158350,0,158350,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041418&cycle=2022,N00041418
EMILY's List,151404,10000,141404,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041418&cycle=2022,N00041418
JStreetPAC,59370,1000,58370,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041418&cycle=2022,N00041418
American Israel Public Affairs Cmte,55733,4200,51533,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041418&cycle=2022,N00041418
Frontline USA,40550,8500,32050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041418&cycle=2022,N00041418
AmeriPAC: The Fund for a Greater America,31400,10000,21400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041418&cycle=2022,N00041418
Blackstone Group,26100,0,26100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041418&cycle=2022,N00041418
Digidems PAC,25972,1272,24700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041418&cycle=2022,N00041418
Vcu Health,24630,0,24630,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041418&cycle=2022,N00041418
Miller Firm LLC,22000,0,22000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041418&cycle=2022,N00041418
