org_name,total,pacs,indivs,cycle,source,cid
Senate Conservatives Fund,286588,7500,279088,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
Club for Growth,235782,0,235782,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
NorPAC,93950,0,93950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
Lockheed Martin,59770,2000,57770,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
Delta Air Lines,54694,10000,44694,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
Southwest Airlines,51716,5998,45718,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
BNSF Railway,48492,12500,35992,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
American Airlines,44880,9000,35880,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
Pbf Energy,43560,0,43560,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
Republican Jewish Coalition,42474,10000,32474,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033085&cycle=2022,N00033085
