org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,66700,7900,58800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049470&cycle=2022,N00049470
Waterford Property Co,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049470&cycle=2022,N00049470
Integral Communities,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049470&cycle=2022,N00049470
Lyon Living,13800,0,13800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049470&cycle=2022,N00049470
Curtin Maritime,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049470&cycle=2022,N00049470
DreamWorks Animation SKG,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049470&cycle=2022,N00049470
"Keesal, Young & Logan",10050,0,10050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049470&cycle=2022,N00049470
Beverly Connection Rockets,10000,0,10000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049470&cycle=2022,N00049470
Carpenters & Joiners Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049470&cycle=2022,N00049470
Committee for Hispanic Causes-BOLD PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049470&cycle=2022,N00049470
