org_name,total,pacs,indivs,cycle,source,cid
EMILY's List,108450,10000,98450,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007364&cycle=2022,N00007364
PG&E Corp,49035,8000,41035,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007364&cycle=2022,N00007364
Pisces Inc,45900,0,45900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007364&cycle=2022,N00007364
JPMorgan Chase & Co,42300,0,42300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007364&cycle=2022,N00007364
Estee Lauder Companies,34400,0,34400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007364&cycle=2022,N00007364
JStreetPAC,32400,0,32400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007364&cycle=2022,N00007364
MC Strauss Co,30000,0,30000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007364&cycle=2022,N00007364
Democracy Engine,28699,0,28699,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007364&cycle=2022,N00007364
"Akin, Gump et al",28652,2250,26402,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007364&cycle=2022,N00007364
"Casey, Gerry et al",28650,0,28650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00007364&cycle=2022,N00007364
