org_name,total,pacs,indivs,cycle,source,cid
Club for Growth,167674,0,167674,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00043290&cycle=2022,N00043290
The Villages,131750,0,131750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00043290&cycle=2022,N00043290
GEO Group,75400,10000,65400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00043290&cycle=2022,N00043290
NextEra Energy,65600,1000,64600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00043290&cycle=2022,N00043290
Home Depot,55664,10000,45664,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00043290&cycle=2022,N00043290
Shutts & Bowen,50131,0,50131,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00043290&cycle=2022,N00043290
State Farm Insurance,39146,0,39146,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00043290&cycle=2022,N00043290
Lewis Bear Co,37800,0,37800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00043290&cycle=2022,N00043290
Full Sail,32750,0,32750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00043290&cycle=2022,N00043290
Greenberg Traurig LLP,31100,0,31100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00043290&cycle=2022,N00043290
