org_name,total,pacs,indivs,cycle,source,cid
House Freedom Fund,21600,10000,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041335&cycle=2022,N00041335
Tree Top Ranches,12800,0,12800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041335&cycle=2022,N00041335
Eye of the Tiger PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041335&cycle=2022,N00041335
Freedom Fund,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041335&cycle=2022,N00041335
Home Depot,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041335&cycle=2022,N00041335
Majority Cmte PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041335&cycle=2022,N00041335
National Beer Wholesalers Assn,8500,8500,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041335&cycle=2022,N00041335
National Assn of Realtors,8000,8000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041335&cycle=2022,N00041335
American Israel Public Affairs Cmte,7900,7900,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041335&cycle=2022,N00041335
Agri Beef,7800,0,7800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041335&cycle=2022,N00041335
