org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,25000,10000,15000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039106&cycle=2022,N00039106
Cajun Industries,16600,0,16600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039106&cycle=2022,N00039106
Willis-Knighton Health System,12860,0,12860,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039106&cycle=2022,N00039106
Broadmoor Consulting (Louisiana),11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039106&cycle=2022,N00039106
Cason Timber & Cattle Co,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039106&cycle=2022,N00039106
Franks Management,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039106&cycle=2022,N00039106
American Crystal Sugar,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039106&cycle=2022,N00039106
American Sugar Cane League,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039106&cycle=2022,N00039106
Associated Builders & Contractors,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039106&cycle=2022,N00039106
Eye of the Tiger PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039106&cycle=2022,N00039106
