org_name,total,pacs,indivs,cycle,source,cid
Cornerstone Government Affairs,11250,0,11250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
American Crystal Sugar,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
American Maritime Officers,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
Boeing Co,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
General Dynamics,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
Honeywell International,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
Lockheed Martin,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
Majority Cmte PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
National Auto Dealers Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
Northrop Grumman,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003473&cycle=2022,N00003473
