org_name,total,pacs,indivs,cycle,source,cid
Votesane PAC,205075,4275,200800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026627&cycle=2022,N00026627
Google Inc,81550,10000,71550,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026627&cycle=2022,N00026627
Signature Bank,69450,0,69450,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026627&cycle=2022,N00026627
"Welsh, Carson et al",48000,0,48000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026627&cycle=2022,N00026627
American Israel Public Affairs Cmte,47800,7900,39900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026627&cycle=2022,N00026627
MetLife Inc,47150,10000,37150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026627&cycle=2022,N00026627
DCI Group,46000,0,46000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026627&cycle=2022,N00026627
Blackstone Group,34800,0,34800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026627&cycle=2022,N00026627
Bank of New York Mellon,34300,10000,24300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026627&cycle=2022,N00026627
JPMorgan Chase & Co,28115,10000,18115,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026627&cycle=2022,N00026627
