org_name,total,pacs,indivs,cycle,source,cid
Duty Free Americas,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042810&cycle=2022,N00042810
American Israel Public Affairs Cmte,23156,10000,13156,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042810&cycle=2022,N00042810
Vrm Companies,21800,0,21800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042810&cycle=2022,N00042810
L&R Structural Corp,19900,0,19900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042810&cycle=2022,N00042810
Ideal Dental,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042810&cycle=2022,N00042810
Independence Tube,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042810&cycle=2022,N00042810
JW Childs Assoc,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042810&cycle=2022,N00042810
"Akin, Gump et al",16250,4000,12250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042810&cycle=2022,N00042810
New York Life Insurance,15000,15000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042810&cycle=2022,N00042810
Republican Jewish Coalition,14616,2500,12116,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042810&cycle=2022,N00042810
