org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,95050,5000,90050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
Harbert Management,73500,0,73500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
Great Southern Wood Preserving,66950,0,66950,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
"Beasley, Allen et al",62800,0,62800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
Protective Life Corp,58200,15000,43200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
National Republican Senatorial Cmte,51200,51200,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
Alabama Power,50825,10000,40825,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
Radiance Technologies,48400,15000,33400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
Stephens Inc,47311,5000,42311,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
Cooper/T Smith Corp,43500,0,43500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00048812&cycle=2022,N00048812
