org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,46360,0,46360,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
JStreetPAC,35517,5000,30517,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
EMILY's List,26550,10000,16550,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
Frontline USA,21200,10000,11200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
Pragmatics Inc,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
Jones Day,14100,0,14100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
"Akin, Gump et al",13099,1000,12099,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
Amazon.com,13060,4000,9060,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
Dag Ventures,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
Fried Companies,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041002&cycle=2022,N00041002
