org_name,total,pacs,indivs,cycle,source,cid
Lockheed Martin,71525,11000,60525,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003280&cycle=2022,N00003280
Seemann Composites,57100,0,57100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003280&cycle=2022,N00003280
BGR Group,54900,0,54900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003280&cycle=2022,N00003280
Telapex Inc,46800,9000,37800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003280&cycle=2022,N00003280
National Assn of Broadcasters,46350,15000,31350,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003280&cycle=2022,N00003280
Leidos Inc,40500,15000,25500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003280&cycle=2022,N00003280
BNSF Railway,40000,10000,30000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003280&cycle=2022,N00003280
Fresenius Medical Care,38500,0,38500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003280&cycle=2022,N00003280
Novocure Inc,34400,19500,14900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003280&cycle=2022,N00003280
Wayne-Sanderson Farms,33400,0,33400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00003280&cycle=2022,N00003280
