org_name,total,pacs,indivs,cycle,source,cid
House Freedom Fund,21600,10000,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042296&cycle=2022,N00042296
A Morton Thomas & Assoc,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042296&cycle=2022,N00042296
Csm Inc,11500,0,11500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042296&cycle=2022,N00042296
American Bankers Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042296&cycle=2022,N00042296
American Israel Public Affairs Cmte,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042296&cycle=2022,N00042296
Building Bridges PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042296&cycle=2022,N00042296
BWX Technologies,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042296&cycle=2022,N00042296
Eye of the Tiger PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042296&cycle=2022,N00042296
Majority Cmte PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042296&cycle=2022,N00042296
National Auto Dealers Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042296&cycle=2022,N00042296
