org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,202142,0,202142,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041357&cycle=2022,N00041357
Michigan State University,124368,0,124368,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041357&cycle=2022,N00041357
JStreetPAC,79650,1000,78650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041357&cycle=2022,N00041357
EMILY's List,77015,10000,67015,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041357&cycle=2022,N00041357
University of Michigan,52453,0,52453,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041357&cycle=2022,N00041357
Frontline USA,46710,7500,39210,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041357&cycle=2022,N00041357
AmeriPAC: The Fund for a Greater America,27400,10000,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041357&cycle=2022,N00041357
Pro-Israel America PAC,22000,0,22000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041357&cycle=2022,N00041357
Capital Group,20900,0,20900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041357&cycle=2022,N00041357
New Democrat Coalition,18700,10000,8700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041357&cycle=2022,N00041357
