org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,31798,7900,23898,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044298&cycle=2022,N00044298
Centaurus Financial,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044298&cycle=2022,N00044298
Salem Media Group,14300,8500,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044298&cycle=2022,N00044298
Raytheon Technologies,13900,10000,3900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044298&cycle=2022,N00044298
Aerovironment Inc,12650,3900,8750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044298&cycle=2022,N00044298
Utility Trailer Manufacturing Co,12600,0,12600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044298&cycle=2022,N00044298
Northrop Grumman,12154,10000,2154,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044298&cycle=2022,N00044298
Edward G Lewis PC,12103,0,12103,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044298&cycle=2022,N00044298
Alliance Rental Solutions,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044298&cycle=2022,N00044298
California Resources Corp,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044298&cycle=2022,N00044298
