org_name,total,pacs,indivs,cycle,source,cid
Votesane PAC,141800,0,141800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,N00041511
Brian Dror Cpa,25800,0,25800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,N00041511
Hubbard Broadcasting,25700,0,25700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,N00041511
Anderson Trucking Service,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,N00041511
Arvig Enterprises,13600,0,13600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,N00041511
Miner's Inc (Minnesota),12800,0,12800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,N00041511
Frana Companies,12600,0,12600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,N00041511
Delta Air Lines,11645,10000,1645,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,N00041511
Dimensional Fund Advisors,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,N00041511
King Capital Corp,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041511&cycle=2022,N00041511
