org_name,total,pacs,indivs,cycle,source,cid
Emily's List,128682,5000,123682,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033492&cycle=2022,N00033492
Womencount PAC,109512,3005,106507,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033492&cycle=2022,N00033492
Harvard University,83221,0,83221,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033492&cycle=2022,N00033492
Google Inc,63852,0,63852,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033492&cycle=2022,N00033492
Massachusetts Institute of Technology,61209,0,61209,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033492&cycle=2022,N00033492
Brown Rudnick LLP,60275,5000,55275,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033492&cycle=2022,N00033492
Stanford University,46577,0,46577,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033492&cycle=2022,N00033492
"Lieff, Cabraser et al",38500,0,38500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033492&cycle=2022,N00033492
Boston University,38090,0,38090,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033492&cycle=2022,N00033492
League of Conservation Voters,34210,31,34179,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033492&cycle=2022,N00033492
