org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,51904,0,51904,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041194&cycle=2022,N00041194
Plains All American Pipeline,26600,10000,16600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041194&cycle=2022,N00041194
Rice University,24525,0,24525,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041194&cycle=2022,N00041194
"Ahmad, Zavitsanos et al",20400,0,20400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041194&cycle=2022,N00041194
UT MD Anderson Cancer Center,20075,0,20075,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041194&cycle=2022,N00041194
Vitol Inc,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041194&cycle=2022,N00041194
ConocoPhillips,16900,10000,6900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041194&cycle=2022,N00041194
EMILY's List,16338,5000,11338,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041194&cycle=2022,N00041194
Camden Property Trust,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041194&cycle=2022,N00041194
Shell USA,13725,0,13725,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041194&cycle=2022,N00041194
