org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,36750,0,36750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034547&cycle=2022,N00034547
American Israel Public Affairs Cmte,34050,4200,29850,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034547&cycle=2022,N00034547
Elliott Management,30580,0,30580,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034547&cycle=2022,N00034547
Pro-Israel America PAC,17150,0,17150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034547&cycle=2022,N00034547
New York Life Insurance,10600,10000,600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034547&cycle=2022,N00034547
Verizon Communications,10250,10000,250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034547&cycle=2022,N00034547
Air Line Pilots Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034547&cycle=2022,N00034547
American Federation of State/Cnty/Munic Employees,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034547&cycle=2022,N00034547
American Federation of Teachers,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034547&cycle=2022,N00034547
Asian American Forward,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00034547&cycle=2022,N00034547
