org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,52550,10000,42550,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001171&cycle=2022,N00001171
Democracy Engine,34800,0,34800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001171&cycle=2022,N00001171
Apollo Global Management,32150,0,32150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001171&cycle=2022,N00001171
NorPAC,23250,0,23250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001171&cycle=2022,N00001171
Blackstone Group,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001171&cycle=2022,N00001171
Related Companies,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001171&cycle=2022,N00001171
"Akin, Gump et al",18200,5000,13200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001171&cycle=2022,N00001171
Genesis 10,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001171&cycle=2022,N00001171
Pro-Israel America PAC,16000,0,16000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001171&cycle=2022,N00001171
KPMG LLP,15000,15000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001171&cycle=2022,N00001171
