org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,131900,7900,124000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031688&cycle=2022,N00031688
Pro-Israel America PAC,39800,0,39800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031688&cycle=2022,N00031688
Hess Corp,37500,10000,27500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031688&cycle=2022,N00031688
Blackstone Group,27631,0,27631,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031688&cycle=2022,N00031688
FTX.US,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031688&cycle=2022,N00031688
General Atomics,22600,5500,17100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031688&cycle=2022,N00031688
Energy Transfer Partners,22398,5000,17398,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031688&cycle=2022,N00031688
Ellingson Companies,22370,0,22370,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031688&cycle=2022,N00031688
NorPAC,22000,0,22000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031688&cycle=2022,N00031688
State of North Dakota,19440,0,19440,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031688&cycle=2022,N00031688
