org_name,total,pacs,indivs,cycle,source,cid
Kykenkee Inc,23000,0,23000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041295&cycle=2022,N00041295
Jim Wilson & Assoc,16618,0,16618,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041295&cycle=2022,N00041295
Club for Growth,12600,0,12600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041295&cycle=2022,N00041295
Alabama Peanut Producers Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041295&cycle=2022,N00041295
Alabama Power,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041295&cycle=2022,N00041295
American Crystal Sugar,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041295&cycle=2022,N00041295
Eye of the Tiger PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041295&cycle=2022,N00041295
House Freedom Fund,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041295&cycle=2022,N00041295
Majority Cmte PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041295&cycle=2022,N00041295
National Cotton Council,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041295&cycle=2022,N00041295
