org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,39600,0,39600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,N00040989
American Israel Public Affairs Cmte,37925,5000,32925,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,N00040989
JStreetPAC,23562,0,23562,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,N00040989
American Airlines,16310,0,16310,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,N00040989
Jones Day,14340,0,14340,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,N00040989
"Akin, Gump et al",12650,3250,9400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,N00040989
Frontline USA,12385,5000,7385,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,N00040989
Perkins Coie,11700,0,11700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,N00040989
Bonanza Oil,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,N00040989
Dorchester Minerals,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00040989&cycle=2022,N00040989
